detector,nfeatures,upscale_factor,num_visual_words,training_subset_size,svm_kernel,svm_C,svm_gamma,mAP,test_accuracy,training_time,total_time
SIFT,500,4,1500,0.5,linear,1.0,0.01,0.39441391279844495,0.417,30.426489114761353,30.426489114761353
SIFT,500,4,1500,0.5,linear,1.0,0.001,0.39441391279844495,0.417,30.36708402633667,30.36708402633667
SIFT,500,4,1500,0.5,linear,10.0,scale,0.3958660513520252,0.424,31.45247793197632,31.45247793197632
SIFT,500,4,1500,0.5,linear,10.0,0.01,0.3958660513520252,0.424,32.43608379364014,32.43608379364014
SIFT,500,4,1500,0.5,linear,10.0,0.001,0.3958660513520252,0.424,35.422600984573364,35.422600984573364
SIFT,500,4,1500,0.5,rbf,0.1,scale,0.4616714605169975,0.45,46.716731786727905,46.716731786727905
SIFT,500,4,1500,0.5,rbf,0.1,0.01,0.3840201231542424,0.367,21.416566610336304,21.416566610336304
SIFT,500,4,1500,0.5,rbf,0.1,0.001,0.3806129253681179,0.232,21.313433170318604,21.313433170318604
SIFT,500,4,1500,0.5,rbf,1.0,scale,0.4613070657477378,0.448,40.96135497093201,40.96135497093201
SIFT,500,4,1500,0.5,rbf,1.0,0.01,0.3872774494973431,0.414,23.717882871627808,23.717882871627808
SIFT,500,4,1500,0.5,rbf,1.0,0.001,0.3844295937111082,0.324,21.203747034072876,21.203747034072876
SIFT,500,4,1500,0.5,rbf,10.0,scale,0.4370996013735181,0.416,43.660009145736694,43.660009145736694
SIFT,500,4,1500,0.5,rbf,10.0,0.01,0.39427712556773586,0.421,24.80303192138672,24.80303192138672
SIFT,500,4,1500,0.5,rbf,10.0,0.001,0.3875633731164899,0.411,20.24081325531006,20.24081325531006
ORB,500,4,500,0.3,linear,0.1,scale,0.23889520611241116,0.2540983606557377,18.683536767959595,18.683536767959595
ORB,500,4,500,0.3,linear,0.1,0.01,0.23889520611241116,0.2540983606557377,18.460591793060303,18.460591793060303
ORB,500,4,500,0.3,linear,0.1,0.001,0.23889520611241116,0.2540983606557377,17.30408501625061,17.30408501625061
ORB,500,4,500,0.3,linear,1.0,scale,0.2398779825582334,0.2510245901639344,18.152019023895264,18.152019023895264
ORB,500,4,500,0.3,linear,1.0,0.01,0.2398779825582334,0.2510245901639344,19.16370677947998,19.16370677947998
ORB,500,4,500,0.3,linear,1.0,0.001,0.2398779825582334,0.2510245901639344,19.22863507270813,19.22863507270813
ORB,500,4,500,0.3,linear,10.0,scale,0.24055783306845843,0.25614754098360654,22.388080835342407,22.388080835342407
ORB,500,4,500,0.3,linear,10.0,0.01,0.24055783306845843,0.25614754098360654,22.8817138671875,22.8817138671875
ORB,500,4,500,0.3,linear,10.0,0.001,0.24055783306845843,0.25614754098360654,22.973984003067017,22.973984003067017
ORB,500,4,500,0.3,rbf,0.1,scale,0.27983701058267924,0.3155737704918033,27.986087799072266,27.986087799072266
ORB,500,4,500,0.3,rbf,0.1,0.01,0.23636104605351976,0.26536885245901637,13.980569124221802,13.980569124221802
ORB,500,4,500,0.3,rbf,0.1,0.001,0.23315038301576174,0.24692622950819673,14.322086095809937,14.322086095809937
ORB,500,4,500,0.3,rbf,1.0,scale,0.27986138954512646,0.3165983606557377,28.306602954864502,28.306602954864502
ORB,500,4,500,0.3,rbf,1.0,0.01,0.25244508928951537,0.26024590163934425,18.48852801322937,18.48852801322937
ORB,500,4,500,0.3,rbf,1.0,0.001,0.23268902343349956,0.2305327868852459,14.918975830078125,14.918975830078125
ORB,500,4,500,0.3,rbf,10.0,scale,0.28085622859644416,0.29815573770491804,37.587454080581665,37.587454080581665
ORB,500,4,500,0.3,rbf,10.0,0.01,0.25346248414112915,0.2766393442622951,20.425128936767578,20.425128936767578
ORB,500,4,500,0.3,rbf,10.0,0.001,0.23894834663822556,0.25614754098360654,18.96254301071167,18.96254301071167
ORB,500,4,500,0.4,linear,0.1,scale,0.2393858237834346,0.26844262295081966,15.36047101020813,15.36047101020813
ORB,500,4,500,0.4,linear,0.1,0.01,0.2393858237834346,0.26844262295081966,14.682502746582031,14.682502746582031
ORB,500,4,500,0.4,linear,0.1,0.001,0.2393858237834346,0.26844262295081966,14.639878749847412,14.639878749847412
ORB,500,4,500,0.4,linear,1.0,scale,0.23977988824535323,0.27561475409836067,15.011456727981567,15.011456727981567
ORB,500,4,500,0.4,linear,1.0,0.01,0.23977988824535323,0.27561475409836067,15.281627893447876,15.281627893447876
ORB,500,4,500,0.4,linear,1.0,0.001,0.23977988824535323,0.27561475409836067,15.098168849945068,15.098168849945068
ORB,500,4,500,0.4,linear,10.0,scale,0.23993712343663276,0.26844262295081966,16.30298399925232,16.30298399925232
ORB,500,4,500,0.4,linear,10.0,0.01,0.23993712343663276,0.26844262295081966,16.711755990982056,16.711755990982056
ORB,500,4,500,0.4,linear,10.0,0.001,0.23993712343663276,0.26844262295081966,16.401774168014526,16.401774168014526
ORB,500,4,500,0.4,rbf,0.1,scale,0.29377925956821327,0.3094262295081967,20.58253312110901,20.58253312110901
ORB,500,4,500,0.4,rbf,0.1,0.01,0.23339529094004807,0.23770491803278687,11.428317070007324,11.428317070007324
ORB,500,4,500,0.4,rbf,0.1,0.001,0.22775996112361058,0.2305327868852459,11.069004774093628,11.069004774093628
ORB,500,4,500,0.4,rbf,1.0,scale,0.29378044590109387,0.3084016393442623,20.826918840408325,20.826918840408325
ORB,500,4,500,0.4,rbf,1.0,0.01,0.2537625888641847,0.26536885245901637,13.61565089225769,13.61565089225769
ORB,500,4,500,0.4,rbf,1.0,0.001,0.23115488006691515,0.2305327868852459,10.47472596168518,10.47472596168518
ORB,500,4,500,0.4,rbf,10.0,scale,0.2952474405020184,0.30020491803278687,25.011849403381348,25.011849403381348
ORB,500,4,500,0.4,rbf,10.0,0.01,0.24916334659210354,0.27049180327868855,14.060086011886597,14.060086011886597
ORB,500,4,500,0.4,rbf,10.0,0.001,0.24020536548652438,0.2725409836065574,12.877316951751709,12.877316951751709
ORB,500,4,500,0.5,linear,0.1,scale,0.25189485819597407,0.2827868852459016,10.13463306427002,10.13463306427002
ORB,500,4,500,0.5,linear,0.1,0.01,0.25189485819597407,0.2827868852459016,10.065757036209106,10.065757036209106
ORB,500,4,500,0.5,linear,0.1,0.001,0.25189485819597407,0.2827868852459016,10.149184942245483,10.149184942245483
ORB,500,4,500,0.5,linear,1.0,scale,0.251330811770525,0.2889344262295082,10.760540246963501,10.760540246963501
ORB,500,4,500,0.5,linear,1.0,0.01,0.251330811770525,0.2889344262295082,10.25105595588684,10.25105595588684
ORB,500,4,500,0.5,linear,1.0,0.001,0.251330811770525,0.2889344262295082,10.678810834884644,10.678810834884644
ORB,500,4,500,0.5,linear,10.0,scale,0.2521002066305152,0.29508196721311475,10.892823934555054,10.892823934555054
ORB,500,4,500,0.5,linear,10.0,0.01,0.2521002066305152,0.29508196721311475,11.57429313659668,11.57429313659668
ORB,500,4,500,0.5,linear,10.0,0.001,0.2521002066305152,0.29508196721311475,11.148494005203247,11.148494005203247
ORB,500,4,500,0.5,rbf,0.1,scale,0.2951831182643204,0.32991803278688525,14.134948968887329,14.134948968887329
ORB,500,4,500,0.5,rbf,0.1,0.01,0.24382285333245504,0.2530737704918033,7.175267219543457,7.175267219543457
ORB,500,4,500,0.5,rbf,0.1,0.001,0.23446616792475578,0.24385245901639344,7.144882917404175,7.144882917404175
ORB,500,4,500,0.5,rbf,1.0,scale,0.29546406670189074,0.32991803278688525,14.474334955215454,14.474334955215454
ORB,500,4,500,0.5,rbf,1.0,0.01,0.2615497765404965,0.3012295081967213,9.0048668384552,9.0048668384552
ORB,500,4,500,0.5,rbf,1.0,0.001,0.23858835406556253,0.24385245901639344,7.049488067626953,7.049488067626953
ORB,500,4,500,0.5,rbf,10.0,scale,0.2957226647916255,0.3114754098360656,17.1110200881958,17.1110200881958
ORB,500,4,500,0.5,rbf,10.0,0.01,0.25675674461015985,0.2930327868852459,10.110693216323853,10.110693216323853
ORB,500,4,500,0.5,rbf,10.0,0.001,0.2526775813455951,0.2807377049180328,9.5824613571167,9.5824613571167
ORB,500,4,1000,0.3,linear,0.1,scale,0.23090836006485768,0.2336065573770492,44.70213794708252,44.70213794708252
ORB,500,4,1000,0.3,linear,0.1,0.01,0.23090836006485768,0.2336065573770492,44.87594819068909,44.87594819068909
ORB,500,4,1000,0.3,linear,0.1,0.001,0.23090836006485768,0.2336065573770492,45.27403807640076,45.27403807640076
ORB,500,4,1000,0.3,linear,1.0,scale,0.23080607487530752,0.2346311475409836,46.581241846084595,46.581241846084595
ORB,500,4,1000,0.3,linear,1.0,0.01,0.23080607487530752,0.2346311475409836,46.502588987350464,46.502588987350464
ORB,500,4,1000,0.3,linear,1.0,0.001,0.23080607487530752,0.2346311475409836,46.385010957717896,46.385010957717896
ORB,500,4,1000,0.3,linear,10.0,scale,0.23267896686461217,0.24077868852459017,45.68765473365784,45.68765473365784
ORB,500,4,1000,0.3,linear,10.0,0.01,0.23267896686461217,0.24077868852459017,40.44134974479675,40.44134974479675
ORB,500,4,1000,0.3,linear,10.0,0.001,0.23267896686461217,0.24077868852459017,40.23524594306946,40.23524594306946
ORB,500,4,1000,0.3,rbf,0.1,scale,0.26937553047184615,0.2827868852459016,52.31949019432068,52.31949019432068
ORB,500,4,1000,0.3,rbf,0.1,0.01,0.24216753662065443,0.23668032786885246,28.52105212211609,28.52105212211609
ORB,500,4,1000,0.3,rbf,0.1,0.001,0.22916181122490445,0.2387295081967213,28.00477409362793,28.00477409362793
ORB,500,4,1000,0.3,rbf,1.0,scale,0.2697099219603644,0.2807377049180328,52.36414074897766,52.36414074897766
ORB,500,4,1000,0.3,rbf,1.0,0.01,0.23970274593590774,0.2520491803278688,33.616368770599365,33.616368770599365
ORB,500,4,1000,0.3,rbf,1.0,0.001,0.23426129480895685,0.23770491803278687,25.07654595375061,25.07654595375061
ORB,500,4,1000,0.3,rbf,10.0,scale,0.26583788695396937,0.27151639344262296,53.84099197387695,53.84099197387695
ORB,500,4,1000,0.3,rbf,10.0,0.01,0.23928680444487646,0.24385245901639344,33.0116708278656,33.0116708278656
ORB,500,4,1000,0.3,rbf,10.0,0.001,0.23587663136246056,0.24795081967213115,31.42599391937256,31.42599391937256
ORB,500,4,1000,0.4,linear,0.1,scale,0.21732881572053814,0.22028688524590165,21.0458881855011,21.0458881855011
ORB,500,4,1000,0.4,linear,0.1,0.01,0.21732881572053814,0.22028688524590165,26.606662034988403,26.606662034988403
ORB,500,4,1000,0.4,linear,0.1,0.001,0.21732881572053814,0.22028688524590165,27.209691047668457,27.209691047668457
ORB,500,4,1000,0.4,linear,1.0,scale,0.21744658457343818,0.2192622950819672,28.304442882537842,28.304442882537842
